Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
Which element has atomic number 51?,Nickel,Antimony,Magnesium,Zinc,B,The element with atomic number 51 is Antimony.,Science,Periodic Table
What is a hygrometer?,the force applied per unit area,an instrument used to measure and record the intensity of earthquakes,"a simple machine consisting of a flat surface set at an angle, used to raise objects with less force",an instrument used to measure humidity in the air,D,a hygrometer is: an instrument used to measure humidity in the air,Science,Physics
What is the chemical symbol for Scandium?,Cl,Sc,Rh,Ga,B,The chemical symbol for Scandium is Sc.,Science,Periodic Table
"Which term matches this description: ""a simple machine consisting of a flat surface set at an angle, used to raise objects with less force""?",velocity,an inclined plane,momentum,boiling point,B,"The description matches an inclined plane: a simple machine consisting of a flat surface set at an angle, used to raise objects with less force",Science,Physics
What is the atomic number of Germanium?,34,27,30,32,D,Germanium has the atomic number 32.,Science,Periodic Table
"Which term matches this description: ""the process by which living organisms convert oxygen and glucose into energy, releasing carbon dioxide and water""?",mitochondria,respiration,an exoskeleton,photosynthesis,B,"The description matches respiration: the process by which living organisms convert oxygen and glucose into energy, releasing carbon dioxide and water",Science,Biology
What is rust?,the formation of a solid from a solution during a chemical reaction,a technique used to separate the components of a mixture based on their movement through a medium,a reddish-brown compound formed when iron reacts with oxygen and moisture over time,a substance that donates hydrogen ions and has a pH less than 7,C,rust is: a reddish-brown compound formed when iron reacts with oxygen and moisture over time,Science,Chemistry
What is pollination?,"the transfer of pollen from the male part of a flower to the female part, enabling fertilisation",the green pigment in plants that absorbs sunlight for photosynthesis,"single-celled microorganisms that can be found in almost every environment, some beneficial and some pathogenic",the movement of particles from a region of higher concentration to a region of lower concentration,A,"pollination is: the transfer of pollen from the male part of a flower to the female part, enabling fertilisation",Science,Biology
What is the atomic number of Tin?,45,50,48,55,B,Tin has the atomic number 50.,Science,Periodic Table
"Fill in the blank: ______ refers to ""carbon dioxide and water, which plants absorb to produce glucose and oxygen using sunlight"".",omnivores,adaptation,photosynthesis's raw materials,germination,C,"photosynthesis's raw materials refers to: carbon dioxide and water, which plants absorb to produce glucose and oxygen using sunlight",Science,Biology
Which element has the chemical symbol 'Be'?,Beryllium,Radium,Silicon,Niobium,A,The element with symbol Be is Beryllium.,Science,Periodic Table
Which statement correctly describes melting point?,a device that converts electrical energy into mechanical energy,the temperature at which a solid turns into a liquid,"a nuclear reaction in which light atomic nuclei combine to form a heavier nucleus, releasing energy","the process by which a liquid changes into a gas at its surface, below boiling point",B,"By definition, melting point is: the temperature at which a solid turns into a liquid",Science,Physics
Which statement correctly describes a microscope?,the bending of light as it passes from one medium to another with a different density,an instrument used to view objects too small to be seen with the naked eye,the rate of change of velocity of an object over time,an instrument used to measure temperature,B,"By definition, a microscope is: an instrument used to view objects too small to be seen with the naked eye",Science,Physics
What is the atomic number of Ruthenium?,39,44,49,42,B,Ruthenium has the atomic number 44.,Science,Periodic Table
Which statement correctly describes an ecosystem?,a community of living organisms interacting with each other and their physical environment,animals that feed exclusively on plants,"oxygen, which is released into the atmosphere as a result of photosynthesis",a group of organisms that can interbreed and produce fertile offspring,A,"By definition, an ecosystem is: a community of living organisms interacting with each other and their physical environment",Science,Biology
